,Datetime,Text,user,retweets
26,2020-02-17 18:27:04+00:00,Chinese Fashion Perseveres in the Face of Coronavirus ,latinorican,0
27,2020-02-17 17:47:45+00:00,"The CCP knew since early December. - Mark Rose, Apple Daily #coronavirus #COVID2019",aldoluvs,0
28,2020-02-17 15:53:33+00:00,"This is being shared on WeChat - a ‘real-time’ count of Novel Coronavirus confirmed and suspected infections, deaths, and recoveries - by region. http://wwwen.ipe.org.cn/MapGZBD/GZBDMap.html?from=timeline&amp;isappinstalled=0",aventureralicia,0
29,2020-02-17 15:45:41+00:00,"“Fears around the coronavirus have been especially amplified by social media. It has allowed disinformation to spread and flourish at unprecedented speeds, creating an environment of heightened uncertainty that has fueled anxiety and racism...” @techreview",msale18,0
30,2020-02-17 15:35:47+00:00,"@PaolofromTOKYO Hey Paolo, just curious. I was wondering if you’re planning to make a video regarding on how Japan is is handling the Coronavirus situation. My friends and I booked our flights but are having second thoughts. Please help!",DonaldUnova,0
31,2020-02-17 14:50:02+00:00,"""Masked men stole hundreds of rolls of toilet paper in HK amid coronavirus fears"" ",coderkid,0
32,2020-02-17 13:24:12+00:00,Crazy announcement that just broke. Due to corona virus cases in Tokyo they are canceling the marathon for all but elites. Stay safe everyone. Wonder if other races around the world will follow suit. ,Oldmanriverwalk,0
33,2020-02-17 11:36:31+00:00,Inside luxury coronavirus 'prison' where ship evacuees will be held for 14 days https://metro.co.uk/2020/02/17/inside-luxury-coronavirus-prison-where-ship-evacuees-will-be-held-for-14-days-12252541/?ito=article.mweb.share.top.twitter via @MetroUK,Karrasamelia5,0
34,2020-02-17 02:15:50+00:00," Pastor Says God Will Protect U.S. From Coronavirus Because Trump Admin.Sided With Life in the . #Topbuzz http://va.topbuzz.com/s/MvdSFM Theses fake-Pastors are nutty than Putin puppet,criminal Trump.*Sooner U.S. vote nut-case unfit liar 45TH out.*The better off U.S.&amp;the world will be",Tony98Tony,0
35,2020-02-17 02:15:02+00:00,Fucked up that people aren’t eating Chinese food because of the corona virus. That’s not how diseases work stupidass,RitiAugust,0
36,2020-02-17 02:13:11+00:00,"I Think Very Deeply: It's Not To Scare Anyone Bc We Have No Control, But Just Wake Up Already, Antarctica Temps Decrease Every Year, Bats Plague/Invasion In Australia, Locust Raiding East Africa, Corona-Virus, Fires,… https://www.instagram.com/p/B8ppsrUlvOn/?igshid=v8gfd62irvgb",DJ2020,0
37,2020-02-17 01:56:45+00:00,"Bloomberg says when describing the new economy comparing it to the industrial revolution: ""it's about replacing people with technology"". And for those of us who are replaced? Coronavirus.",kevinjbrown65,0
38,2020-02-17 01:45:20+00:00,"The racism in the wake of the coronavirus is disgusting and I'm very sensitive to it. I was blessed to have studied Kyokushin under Mr. Shihan S Kanamura. He was like a uncle. Now do me a favor, my Asian Brothers and Sisters get rid of ",pharoahblack,0
39,2020-02-17 00:50:45+00:00,Coronavirus mostly affects the immunocompromised but it spreads rapidly.,WhereLifego3s,0
0,2020-02-18 23:28:14+00:00,Misinformation & disinformation about coronavirus is impacting Asian American businesses in a very bad way. Today I joined some friends for dim sum to remind everyone that Brooklyn's Chinatown is open for business!! – at Golden Palace,JustinBrannan,2
1,2020-02-18 23:13:24+00:00,No bitch I don’t have coronavirus. But I can gladly give your pasty ass the cold if I wanted to.,UltralightReam,0
2,2020-02-18 19:38:38+00:00,"Coronavirus: China reports 105 more deaths, taking global toll to 1,775, as some cases throw 14-day incubation into doubt | Try 30 days plus.... https://www.scmp.com/news/china/society/article/3050893/coronavirus-death-toll-rises-1770-china-reports-100-new via @scmpnews",rcwhalen,1
3,2020-02-18 19:16:52+00:00,Now that this #coronavirus is getting bigger I’m future plannin my social night life. #tiktok,Playboyfjc17,1
4,2020-02-18 17:37:17+00:00,There's more to it than the coronavirus. More than a few protests are happening over there and there has been a media black out. #Wealthchambers #FutureFlowShow gave a peep into the apparatus used to deter facial… https://www.instagram.com/p/B8t4P2RgAZF/?igshid=13m75w0inipm,3rdlaneliving,0
5,2020-02-18 15:19:21+00:00,@Tokyo_Lens Thank you for that Coronavirus update video! Stay safe and have a good one!,DonaldUnova,0
6,2020-02-18 15:15:19+00:00,Filling out my #coronavirus questionaire at my doctor’s office. ,Dawn_Kopecki,0
7,2020-02-18 13:56:45+00:00,"Mock corona virus outbreak exercises 6 weeks before it happened for real. It was not an exercise. Many innocents suffering, send your prayers. #wuhan #2019nCoV #COVID19 #Coronavirustruth #coronavirus #martiallaw #pandemic #truth #conspiracy #depopulation #event201 #wakeup",JunkRatNews,1
8,2020-02-18 13:48:02+00:00,"BREAKING: Liu Zhiming, the head of Wuchang Hospital in Wuhan, has died of coronavirus. #coronavirus",NBSaphierMD,13
9,2020-02-18 13:02:36+00:00,#Coronavirus is a virus and not a person or a race ,MarieMyungOkLee,0
10,2020-02-18 12:37:36+00:00,Coronavirus ~he/him/his~ ,matt_marcello,2
11,2020-02-18 12:23:16+00:00,Yesterday One of my colleagues transferred a patient with The Corona virus. Guy came back to Flushing Queens after being quarantined in China. He still has a fever and symptoms. He was admitted to local hospital. Protect yourself in public. Its very airborne and its here.,DubbyGoodell2x,1
12,2020-02-18 12:05:47+00:00,I swear the Today Show corespondent reporting on coronavirus just said ‘Wu-Tang’ instead of ‘Wuhan.’,Pat_JG,0
13,2020-02-18 10:02:12+00:00,Chicago couple treated for coronavirus make full recovery: officials https://nypost.com/2020/02/16/chicago-couple-treated-for-coronavirus-make-full-recovery-officials/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypost,Gadea,0
14,2020-02-18 09:50:48+00:00,R code leverages #ncov19 library to explore coronavirus as a stock market factor and recent returns... #IC #rstats https://programmer.help/blogs/if-the-covid-19-epidemic-as-a-stock-factor.html https://www.windquant.com/qntcloud/article?28489080-363d-4ec6-bb75-9270c5c3df29,carlcarrie,3
15,2020-02-18 09:29:02+00:00,"Infodemics, disinformation and coronavirus https://www.technologyreview.com/s/615184/the-coronavirus-is-the-first-true-social-media-infodemic/amp/?__twitter_impression=true https://www.theguardian.com/commentisfree/2020/feb/08/misinformation-coronavirus-contagious-infections #COVID19",carlcarrie,1
16,2020-02-18 06:27:36+00:00,#Coronavirus not real Just try excersize and hot tea you feel better immediately!! Remember its all in your head ,DJSamF,118
17,2020-02-18 06:10:59+00:00,Heartbreaking and motivating. Coronavirus fears force China into mass chicken cull ,alexlorestani,2
18,2020-02-18 03:37:46+00:00,I’m suppose to be going to the Olympics but this coronavirus is scaring me out of it ,thekendoll_,1
19,2020-02-18 00:46:52+00:00,Chinese scientists says COVID-19/coronavirus could have originated from ... https://youtu.be/ZC0gww2yznI via @YouTube,Darwish77977882,0
20,2020-02-18 23:18:55+00:00,#CoronaVirus ,krisanajaritsat,0
21,2020-02-18 22:31:57+00:00,"Corona Virus has everyone indoors , plus school closed this week. Normally it would take 40 minutes just to go around this block. Q13 still sucks @Lippman Plaza https://www.instagram.com/p/B8uZyFdJ_JM6RR3NyCPyZyFzxRdRTJVOYXuKsU0/?igshid=1jps1u9e0yxaj",ed185st,0
22,2020-02-18 20:35:13+00:00,Didn’t the World Health Association just day the Coronavirus is under control? #Coronavirustruth,Garvey_Rich,0
23,2020-02-18 18:52:09+00:00,Tehran Times: A Counterintelligence Perspective on the #WuhanCoronavirus – A #Zionist Bio-War #FalseFlag Attack? https://jamesfetzer.org/2020/02/tehran-times-a-counterintelligence-perspective-on-the-wuhan-virus-a-zionist-bio-war-false-flag-attack/ #coronavirus,911NoPlaner,0
24,2020-02-18 16:57:24+00:00,"#Mindblown But first of all, if they can figure ALLLLLLLLLLLL of this out, WHY don’t they have the cure for #cancer #aids #herpes #coronavirus and more things plaguing the world???????? Fuck up out my dope house ( #Yay ! #RIPCHINX ) #rt",iVaughnMack,0
25,2020-02-18 16:14:46+00:00,#coronavirus + too much time on my hands . . . . #coronavirusmeme #meme #memes #funny #dankmemes #memesdaily #funnymemes #lol #follow #humor #like #dankmeme #lmao #love #anime #edgymemes #comedy #dailymemes… https://www.instagram.com/p/B8tuzjjAgk4/?igshid=al9vdbt8284f,MrApocalypseMMA,0
26,2020-02-18 11:46:35+00:00,@Morning_Joe This years Tokyo Marathon is limited and restricted to Elite runners and wheelchair athletes only. Only about 200 participants now. This is because of new cases of the coronavirus in Japan. The marathon is scheduled for March 1.,J_Salgo,0
27,2020-02-18 09:33:33+00:00,Covid-19 / Coronavirus data and charting exploration in Python code Article: https://towardsdatascience.com/understanding-the-coronavirus-epidemic-data-44d2fb356ecb Source Code:,carlcarrie,2
28,2020-02-18 03:55:00+00:00,Coronavirus ,richietymee,0
29,2020-02-18 02:43:25+00:00,Yoo I really take being healthy for granted. This coughing sneezing shit is killing me Currently wearing this coronavirus mask 24/7,_DrePhotography,0
30,2020-02-18 01:58:18+00:00,El PLD es mucho peor que el coronavirus ,EdisonG41238627,0
31,2020-02-18 01:39:19+00:00,Beiber fever vs. fever fever He’ll explain! #coronavirus #Coronavirustruth #virusoutbreak #AI #COVID19 #AIforGood #virus #CoronaOutbreak #JustinBieber,marinastanley,0
0,2020-02-19 23:37:53+00:00,My team in China has been using VR as a way to escape and hang out with friends during the #coronavirus quarantine ,MaxN0ir,4
1,2020-02-19 23:24:12+00:00,Coronavirus disease (COVID-19): What parents should know @unicef https://shar.es/a3MeiZ #COVID19 #coronavirus #parenting,PalomaUnicef,0
2,2020-02-19 20:42:48+00:00,Coronavirus got me fucked up I just want some damn Chinese food,jamievent0,0
3,2020-02-19 18:12:12+00:00,"Asians Strike Back: a #Coronavirus Comedy &amp; #Science Show SUN, MAR1 4pm @caveatnyc @DianaKlatt @rajsivaraman @kylemarian @theestherchen_ @nicepantsdude @TheFumiAbe @UsamaBinLaughin @amyharvard_ @DylanAdler6 @bryanyang &amp; more DO. NOT. MISS!!! #sciencecomedy #covid19 – at Caveat",kylemarian,14
4,2020-02-19 15:21:09+00:00,Opinion: Coronavirus Should Induce A Negative Semiconductor Cycle. #coronavavirus #semiconductor #nanotechnology,NanotechNyc,2
5,2020-02-19 15:13:22+00:00,First Coronavirus Patient Had No Link to Wuhan Seafood Market: Report https://www.theepochtimes.com/first-coronavirus-patient-had-no-link-to-wuhan-seafood-market-report_3241872.html via @epochtimes,SquarePegDem,0
6,2020-02-19 15:07:54+00:00,"As a partner of The Healthcare Education Project, Dr. Miguel Molinero leads a workshop on the Corona Virus in #Elmhurst. @MaketheRoadNY",CruzSTorresCan2,2
7,2020-02-19 15:04:45+00:00,This coronavirus really got the fashion industry on their toes !,nadjamilano,0
8,2020-02-19 14:54:25+00:00,"Back in New York and excited to be the next Wisdom Series speaker at @CBSNews HQ today. From the #HongKong democracy protest, Philippine and New Zealand volcanoes, North Korean “projectiles” and of course the China coronavirus, it’s been a wild nine months. We’ve only just begun! – at CBS Broadcast Center",RamyInocencio,1
9,2020-02-19 13:56:55+00:00,Several people have been asking me how long we’ve been in Coronavirus coverage. Here’s the timeline via @CNBC:,bgomezreports,0
10,2020-02-19 12:20:51+00:00,China Coronavirus Impact on Luxury Fashion Updates | Jing Daily https://jingdaily.com/luxury-groups-stocks-suffer-as-chinas-new-virus-spreads/#.Xk0oBNyHjPk.twitter #Chanel #fashion #China #coronavirus,GlobalMediaBuzz,0
11,2020-02-19 12:07:18+00:00,Why Apple's guidance correction is causing less panic versus 2019 https://roughlydrafted.de/home/2020/2/18/why-apples-guidance-correction-is-causing-less-panic-versus-2019 #coronavirus #covid19,DanielEran,3
12,2020-02-19 11:11:00+00:00,Article on building an SMS Coronavirus Alert System using Python with Selenium and Twilio Article: https://towardsdatascience.com/building-a-coronavirus-outbreak-sms-alert-system-d80f4d648eea Source: https://github.com/avourakis/Coronavirus-SMS-Alert Related Dashboard: https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,carlcarrie,4
13,2020-02-19 06:48:22+00:00,This monster is more dangerous then Coronavirus and must be eliminated . #bringanwarback #Torture #hate,samir_aljafari1,0
14,2020-02-19 04:02:43+00:00,"Cuteness in a Time of #CoronaVirus “While China deploys stern communist slogans in its battle against a deadly new coronavirus, democratic Taiwan has embraced cuddly mascots and humor to ease public anxiety and educate on best practices.” ",leesean,0
15,2020-02-19 03:40:37+00:00,TDS in the US is like the Coronavirus in China - they both get worse every day and the local media try their best to hide the truth from everyone,duceman33,1
16,2020-02-19 02:02:39+00:00,My dad just called and said there was a lady on the path train screaming that she had coronavirus,ashtagnofilter,0
17,2020-02-19 01:52:45+00:00,"Our leadership team met over delicious dim sum at @JingFongNY today, discussing how to push back against xenophobic fears surrounding #coronavirus, our 55th anniversary, how to protect our community on #publiccharge, our #census2020 outreach plan and more! #AdvancingOurCommUNITY",cpc_nyc,0
18,2020-02-19 00:44:21+00:00,"Having an (#expat) family that left their home in China because of coronavirus, one of the biggest impacts I’ve seen is the need for online classes and schooling. Will China’s solution of a “national #cloud learning platform” jumpstart virtual public #education globally?",theAlexGheorghe,0
19,2020-02-19 23:45:37+00:00,Doctors Look to Existing Drugs in Coronavirus Fight https://wb.md/2wosm0I from @WebMD – at Independence Harbor,sirish789,0
20,2020-02-19 22:56:52+00:00,Coronavirus COVID19 Truth china is hiding from the world https://youtu.be/LkpTJXn9_gg via @YouTube #koreanajones,iDaleesaDoHair,0
21,2020-02-19 19:06:34+00:00,Thanks! Excited. Hubby worried about coronavirus but I’m not. Got my Clorox wipes. Lol #ExpediaChat and #sweepstakes,gracepap,0
22,2020-02-19 19:03:21+00:00,"Bruh 2020 is cursed. First the coronavirus, Juice WRLD dies, Kobe dies, and now a 20 year old rapper is gone...my guy was only 20 ",sam1n1119,0
23,2020-02-19 19:03:13+00:00,"Chart: Comparing Wuhan Coronavirus With MERS, SARS And The Common Cold : Goats and Soda ",Dayra_Beltre,0
24,2020-02-19 19:02:35+00:00,WHO Declares Coronavirus Outbreak A Global Health Emergency : Goats and Soda ,Dayra_Beltre,0
25,2020-02-19 18:24:49+00:00,BOYS ITS OUR FAULT FOR CORONAVIRUS AM I RIGHT,seeyou__cowboy,0
26,2020-02-19 13:54:19+00:00,Events continue to be cancelled around the globe led by coronavirus fear. Add the 2020 Tokyo Marathon to this list! #TokyoMarathon #CoronavirusOutbreak via @CNBC,bgomezreports,1
27,2020-02-19 13:41:13+00:00,#Elecciones2020RD #PaFueraLaJunta #PRM #Danilomedina @JoseBaezGuerre3 @rcavada #DomingoContreras #DominicanRepublic @RLARobertoLeoca #coronavirus https://twitter.com/sergiocarlo/status/1229971241945178114,Francis04651316,1
28,2020-02-19 13:39:40+00:00,"Seguro al técnico y al coronel, lo llevaron a emergencias. Por sospechas del coronavirus. Policía corrupta. ",Amansitojr,0
29,2020-02-19 13:13:47+00:00,"No lo llevaron a emergencias, por sospechas del coronavirus. ",Amansitojr,0
30,2020-02-19 09:40:03+00:00,".@Apple expects the impact of the #coronavirus outbreak in China will prevent it from meeting its revenue guidance and limit availability and consumption of certain minor metals | #ArgusMetals #electronics For this and related news, visit: https://okt.to/6sx4Dv",argus_metals,0
31,2020-02-19 06:01:52+00:00,"St. Sebastian, intercede for us our prayers for those effected by the corona virus. ",StFinbarBklyn,0
32,2020-02-19 05:44:46+00:00,It would be a very stupid suicidal if any H. K had something to do with coronavirus spread in China! ,bc11217,0
33,2020-02-19 03:37:50+00:00,It’s not his fault - TDS is as much of an epidemic here as Coronavirus is in China- both get worse every day and the local media tries it’s best to hide the facts,duceman33,0
34,2020-02-19 01:58:03+00:00,Is the love of money the root of the coronavirus?,dinglerich,0
35,2020-02-19 01:19:20+00:00, PLEASE SHARE! . Pardon My American Podcast . YouTube and Podcast links in bio! . Could the coronavirus be linked to the US/China trade deal? It’s just another oddly suspicious detail surrounding this whole… https://www.instagram.com/p/B8ur0z9AHzf/?igshid=dt91su9do5jw,AmericanPardon,0
36,2020-02-19 01:13:13+00:00,Asia markets edge up as investors monitor China's return to production #coronaVirus https://apple.news/A8Jj5TxxQTHCTgHupTR4-7Q,Lin_ling_88,0
37,2020-02-19 00:49:44+00:00,The legit info is that zenni had to shut down temporarily due to coronavirus,MzVivi123,0
38,2020-02-19 00:14:28+00:00,Send them to fucking China since they yearn for Socialism and they can be locked inside their homes due to Corona Virus.,janetvonbose,0
0,2020-02-20 23:15:27+00:00,like w***** dont even wash their own ass and u worried about catch coronavirus from asian ppl...,blushbabydoll,0
1,2020-02-20 22:23:42+00:00,"I was going to do a live video on coronavirus instead of more Saudi stuff this week, but the more I looked into it the bigger it looked, but I hate to seem alarmist so I wasn't confident saying anything one way or the other. This thread lays out the scope and uncertainty. ",RobboLaw,0
2,2020-02-20 20:48:46+00:00,"Make ""remote"" work: start with these handy #tips via @Entrepreneur, to better manage a distributed, multilingual team during #coronavirus: ",TATHK_USA,0
3,2020-02-20 20:09:47+00:00,"Aaaaaw Modern Love #love #loveislove #corona #lime #lyme #coronavírus #win #modernlove @New York, New York https://www.instagram.com/p/B8zTSt8hPij/?igshid=1jf6v75mbmj8m",MVPofHustle,0
4,2020-02-20 18:56:59+00:00,"It’s not easy being a scumbag when you’re a mensch. But it’s important that there be consequences for wrongheadedness and conscience outweigh congeniality. May CoronaVirus take those who stand with Sanders, Warren or Buttigieg.* *No protracted suffering, a quick humane death.",mb_storey,0
5,2020-02-20 17:29:53+00:00,tell me my prof did not just make a coronavirus joke about me because im coughing in class and wearing a facemask and also im asian ,spacedandyrat,0
6,2020-02-20 16:53:59+00:00,Jihadi Clerics Issue Fatwa Permitting Muslims To Celebrate Spread Of Coronavirus In China https://gellerreport.com/2020/02/muslim-clerics-celebrate-coronavirus.html/ via @pamelageller,PO66132234,0
7,2020-02-20 16:15:44+00:00,catching coronavirus doesn’t scare me. being stuck for an indeterminate amount of time on a cruise ship with people who enjoy cruises sounds like hell.,BlazeMancillas,0
8,2020-02-20 15:44:01+00:00,"With the coronavirus on the decline, it would be a good time for another series about a virus outbreak, updated to reflect current world events. Only your creative genius can do it justice. #12monkeys @ComposerBarton @TerryMatalas #Hulu",dreyfus_michael,0
9,2020-02-20 15:08:38+00:00,Two Diamond Princess cruise passengers die from coronavirus ,dpcapturemoment,0
10,2020-02-20 15:02:21+00:00,My sleep cycle app tells me my average steps per week and also average of several other counties- sobering to see corona-v really has China ground to a halt. #coronavirus #housebound,ktHank,0
11,2020-02-20 13:31:16+00:00,"Additionally, the coronavirus impact in regard to new product development heading into the holiday season is a real concern. $QQQ #ProdMgmt #Product #coronavirus",MarketShot,1
12,2020-02-20 12:38:08+00:00,"The fuzzy line of distinction between #fiction and #reality: In Dean Koontz's #thriller #novel The Eyes of Darkness (1981), the Wuhan-400 virus was created as a weapon in a lab: https://www.indiatoday.in/trending-news/story/-novel-predicted-wuhan-virus-40-years-before-coronavirus-outbreak-internet-is-stumped-1647261-2020-02-17 #WriterLift #writerslift #WritingCommunity #coronavirus #Coronavirustruth",nishamarnath,0
13,2020-02-20 03:18:45+00:00,"From the CDC site, those with coronavirus should ""stay home except to get medical care...avoid using public transportation, ride-sharing, or taxis."" So I guess if I were infected, I would need to bike to the doctor ",cinemarob1,0
14,2020-02-20 02:01:43+00:00,"Ask me for your Complimentary Hand Sanitizer #fluseason #coronavírus #realestateagent #giftsforfriends #realtorlife #luxuryrealestate dgsirgreatneck @Long Island, NY https://www.instagram.com/p/B8xWTP2JjZ1/?igshid=ddl3lj1sp4ac",tirassaile,0
15,2020-02-20 01:52:41+00:00,A lack of paid sick time and a culture where people feel pressure to not use sick time is also how capitalism can kill us. I’m just waiting for the etiquette columns where people ask if it’s okay to come to work with coronavirus as long as their fevers aren’t too bad.,bdhowald,0
16,2020-02-20 01:25:55+00:00,Can #wechat help in the time of #coronavirus? ,robinr,0
17,2020-02-20 01:12:22+00:00,-Puerto Rico In shambles -Australia burned down -Corona virus (which they stopped talking about) -NIPSEY death -Kobe / Gigi plus family of others -Pop smoke death -Dominican Republic going against the government,2random2predict,5
18,2020-02-20 00:21:30+00:00,Step-by-step: Coronavirus research ‘breakthrough’: US scientists make atomic map of virus ,dondee_don,1
19,2020-02-20 00:17:45+00:00,Coronavirus deaths taper in Hubei province with 108 confirmed ,dondee_don,1
20,2020-02-20 20:51:48+00:00,"Fugindo do Corona Virus graças ao @OffWht. em Queens, New York https://www.instagram.com/p/B8zYGcpnrbS/?igshid=8yq99glr17th",resounance98,1
21,2020-02-20 20:34:50+00:00,*coronavirus ,ethics13,0
22,2020-02-20 19:45:10+00:00,We MUST win this election cause it can be our last!So many Americans are being lied to & brainwashed 24/7. So much chaos & distractions to throw us off. Now Corona virus to make matters worst. We need to get back to the soul of our nation that we have been nurturing since!,Ingridebap,0
23,2020-02-20 19:44:52+00:00,"Lo stupido #scherzo che ha terrorizzato i passeggeri: due giovani ragazzi del #Queens hanno disseminato il panico in metropolitana a #NewYork, versando del liquido sul pavimento, per poi avvisare tutti che si trattava di #coronavirus. ",tweetnewsit,5
24,2020-02-20 13:59:27+00:00,FYI @SpeakerPelosi time for the power of the purse to intervene. When all is said &amp; done we are going to inherit such a mess with a deficit that can destroy us economically. Let’s also be mindful about the handling of the corona virus w this Admin. It’s getting uglier by the day! ,Ingridebap,0
25,2020-02-20 12:08:52+00:00,"Man with Corona virus seeks woman with Lyme disease. Serious inquiries only, no freaks!",GrazianoDennis,0
26,2020-02-20 04:14:53+00:00,Coronavirus : sommes-nous à l’aube d’une pandémie ? - 28 minutes - ARTE https://youtu.be/gSHCy2U_QF4 via @YouTube,moncef22,0
27,2020-02-20 04:13:03+00:00,This is ++ confusing! I will be sticking with @WHO laboratory-confirmed cases #Coronavirus,La_Fee_Ministe,0
28,2020-02-20 03:46:13+00:00,2020 is a crazy year. You’d think this post might be about the danger of corona virus or a billionaire trying to buy the political party that hates millionaires But really it’s about me discovering that Dinesh from Silicon Valley is in better shape than me. This will not stand ,ChristianUffel,0
29,2020-02-20 03:36:09+00:00,@acebaby257 you like the flannel. It’s sexy in a KPOP X corona virus medic say no?! ,RaskinsThe,0
30,2020-02-20 01:07:08+00:00,So is the corona virus still a thing or we moved on? ,Scramz_R2H,0
0,2020-02-21 23:20:06+00:00,It's good to see @AkikoFujita back on CBSN @CBSNLive &amp; @reenaninan today on this #HappyFriday as the @YahooFinance reporter talks about the current threat of Coronavirus affecting businesses not just in China but across the globe. @CBSNews #AlwaysOn https://www.cbsnews.com/video/coronavirus-affecting-economies-and-businesses-around-the-world/,JoshX1993,0
1,2020-02-21 23:19:49+00:00,I just left Milan today and it was empty. No lines anywhere. I never saw Venice that empty either. NOBODY in the best restaurants and it was fashion week! There was also a lot of Coronavirus fear from the cab drivers and they said their business was suffering.,FiammaStrozzi_,2
2,2020-02-21 21:51:37+00:00,"TWITTER EXPERIENCES RANKED 1) quantum twitter .... 3,342) SF tech coronavirus twitter .... 8,744) U.S. dem primary twitter 8,745) MAGA twitter",nick_farina,0
3,2020-02-21 21:40:09+00:00,What a week. #stocks down for the week. Both @Boeing and the #coronavirus taking a toll on both on manufacturers and services according to @IHSMarkitPMI (Feb). Does this mean trouble ahead for #GDP? More w @Rob_Watts @dw_business https://m.dw.com/en/media-center/live-tv/s-100825 – at New York Stock Exchange,eleconomistany,3
4,2020-02-21 20:33:03+00:00,Hopefully you didn’t get those bats for the Coronavirus soup ,Slim_jimmy92,0
5,2020-02-21 19:19:46+00:00,if u click the link your PC automatically contracts the coronavirus,PoopBalls69420,0
6,2020-02-21 17:42:04+00:00,Amazon is removing third party sellers with coronavirus remedies https://dadhype.us/2T06vV4 via @latenightparent,DadHype,2
7,2020-02-21 16:37:20+00:00,"Make #RemoteWork easier with this list of teleconferencing + #collaboration tools, via @STcom: #coronavirus https://bit.ly/2wu5cpU",TATHK_USA,0
8,2020-02-21 15:38:14+00:00,I have a science question for virologists -- will hand sanitizer actually kill the coronavirus? Viruses are more difficult to kill/deactivate than bacteria,MarieMyungOkLee,0
9,2020-02-21 15:01:46+00:00,Chinese citizens are assigned color-coded QR codes based on their health info and travel history that determine the amount of contact they are allowed with the general public in attempt to combat the #coronavirus. Learn more from @thisisinsider. https://bit.ly/2HGQ0I7 #TechNews,BlueBite,3
10,2020-02-21 15:01:35+00:00,I’m actually sick and my symptoms match those of the coronavirus EXACTLY. a fever &amp; a cough!!! what are the odds of that!!!,triangle337,0
11,2020-02-21 13:57:21+00:00,"This thread is important and I hope that my timeline takes note - especially because Fil-Ams were the AAPI group that had the highest % of Trump supporters in 2016 (Also, the fact that she’s going to Chinatown during the height of coronavirus fearmongering is significant) ",lorenzo_quiogue,0
12,2020-02-21 13:35:19+00:00,The US State Dept over-riding the CDC about #coronavirus seems a terrible idea. ,philipsturner,0
13,2020-02-21 13:16:30+00:00,"We’re not totally in disagreement here. It’s broken now because of coronavirus. Us, its not diverse enough and that’s why we’re suffering now from the dependency on China. But we can manufacture here in the US. ",gary_wassner,0
14,2020-02-21 12:15:49+00:00,"There’s a woman on the the #diamondprincesscruise that doesn’t know how she got the Corona virus bc she hasn’t had a cold or the flu in 30 years and followed the rules. ...uh, lady you need to submit yourself to science if you haven’t had a cold since the 90s.",kateholt_,0
15,2020-02-21 11:37:20+00:00,IB Trading Floors would buy/pay for this right now (would have 5-10 years ago). Cisco Telepresence is still hard to beat and Coronavirus/SARS scares massively boost utilisation. I always thought this is where Microsoft should have taken Kinect.,cmogle,0
16,2020-02-21 04:28:31+00:00,"The international community needs to rally together in finding a vaccine for the #coronavirus, as it’s now affecting China’s economy. ",nilenurel,0
17,2020-02-21 02:45:34+00:00,One of the best videos on the Coronavirus #COVID19 watch the 10 minute video with family. Bet it will go away soon as flu season is over. I wouldn’t even be scared if I lived in China ,Yoshi_NY,0
18,2020-02-21 02:40:44+00:00,God damn... you’re fucking HOT You look beautiful #lofi #LofiHipHop #love #hot #model #shrek #photographer #coronavirus #dogsofinstagram #dogs #pet #photooftheday #photograghy pic.twitter.com/BxQQpPpR5j,robots117,2
19,2020-02-21 01:29:33+00:00,"After I heard on NPR radio this morning that Coronavirus was in South Korea, I freaked and called my daughter. She said she’s well but pretty much on lockdown ",Reynoso626,0
20,2020-02-21 20:19:35+00:00,"""A Disastrous Plan: Hidden Coronavirus Plot To Usher IN The Unthinkable!"" ",janetvonbose,0
21,2020-02-21 20:02:55+00:00,If coronavirus ain’t in it. I don’t want to hear it ,Bajanreddevil,0
22,2020-02-21 19:54:27+00:00,Chaos And Riots In Ukraine After A Fake Email About Coronavirus ,dpcapturemoment,0
23,2020-02-21 18:24:55+00:00,Anyone else think it’s weird how China Been having a genocide on Muslims and and now a few months later they have this deadly Corona Virus.,JustAsh509,0
24,2020-02-21 18:22:18+00:00,Hay algo peor que el coronavirus... tú papá!!! ,dcarolinaqp,0
25,2020-02-21 17:15:54+00:00,The girls are wearing dust masks on the MTA to protect them from Corona Virus ... sweet lady that’s not going to work ,Nikx_Official,0
26,2020-02-21 16:58:02+00:00,東京ほどではないけど、NYC地下鉄も悪夢になるな…Coronavirus outbreak: What could happen if it hit the NYC subway system? https://nypost.com/2020/02/21/coronavirus-outbreak-what-could-happen-if-it-hit-the-nyc-subway-system/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro,taka116t,0
27,2020-02-21 16:54:30+00:00,Right. Letting coronavirus folks just wander around on and off buses and planes. He’s on it!,TacoJeter,0
28,2020-02-21 13:27:37+00:00,#coronavirus ,antroastronomo,0
29,2020-02-21 13:06:37+00:00,"Wow.....coronavirus got you spooked, huh?",JunkionMarnot,0
30,2020-02-21 02:33:12+00:00,It started off with an attitude to both my friend and her boyfriend. The TSA worker told them hurry up and take their jacket off and then gave them a nastiest attitude. When my friend bf was clearing his throat the worker told them to go back to China with their Corona virus.,KatBabez,0
